address,bank_name,schedule,geo_lat,geo_lon
"г. Санкт-Петербург, ул. Бухарестская, д. 30/32",СберБанк,Доступен в режиме работы места установки,59.88371,30.369343
"г. Санкт-Петербург, просп. Лиговский, д. 283",СберБанк,Доступен в режиме работы места установки,59.898008,30.333749
"г. Санкт-Петербург, ул. Тепловозная, д. 31",СберБанк,Доступен в режиме работы места установки,59.831261,30.502795
"г. Санкт-Петербург, просп. Науки, д. 30, корп. 1",СберБанк,Доступен в режиме работы места установки,60.008356,30.418087
"г. Санкт-Петербург, ул. Смолячкова, д. 19",СберБанк,Доступен в режиме работы места установки,59.970818,30.346472
"г. Санкт-Петербург, пос. Шушары, шоссе Московское, д. 16",СберБанк,Доступен в режиме работы места установки,59.798656,30.399223
"г. Санкт-Петербург, ул. Бабушкина, д. 111",СберБанк,Доступен в режиме работы места установки,59.865292,30.45279
"г. Санкт-Петербург, просп. Энгельса, д. 134",СберБанк,Доступен в режиме работы места установки,60.04891,30.330159
"г. Санкт-Петербург, просп. Тихорецкий, д. 26",СберБанк,Доступен в режиме работы места установки,60.017841,30.36664
"г. Санкт-Петербург, наб. Октябрьская, 8",СберБанк,Доступен в режиме работы места установки,59.912623,30.420031
"г. Санкт-Петербург, просп. Елизарова, д. 11",СберБанк,Доступен в режиме работы места установки,59.896888,30.424482
"г. Санкт-Петербург, 11-я линия В. О., д. 14/39",СберБанк,Доступен в режиме работы места установки,59.9381491,30.2768064
"г. Санкт-Петербург, ул. Карташихина, д. 10/97",СберБанк,Доступен в режиме работы места установки,59.932215,30.241222
"г. Санкт-Петербург, ул. Партизана Германа, д. 2",СберБанк,Доступен в режиме работы места установки,59.843308,30.179948
"г. Санкт-Петербург, ул. Большая Зеленина, д. 14",СберБанк,Доступен в режиме работы места установки,59.961663,30.29103
"г. Санкт-Петербург, просп. Светлановский, д. 40, корп. 1",СберБанк,Доступен в режиме работы места установки,60.023169,30.376551
"г. Санкт-Петербург, просп. Индустриальный, д. 10",СберБанк,Доступен в режиме работы места установки,59.939627,30.475379
"г. Санкт-Петербург, ст.м. Площадь Мужества",СберБанк,Доступен в режиме работы места установки,59.86097,29.992735
"г. Санкт-Петербург, ст.м. Кировский завод",СберБанк,Доступен в режиме работы места установки,59.9391313,30.3159004
"г. Санкт-Петербург, Красное Село, ул. Лермонтова, д. 21",СберБанк,Доступен в режиме работы места установки,59.733903,30.080774
"г. Санкт-Петербург, просп. Славы, 16",СберБанк,Доступен в режиме работы места установки,59.857202,30.382024
"г. Санкт-Петербург, просп. Дальневосточный, 42",СберБанк,Доступен в режиме работы места установки,59.893157,30.464658
"г. Санкт-Петербург, просп. Энгельса, 21",СберБанк,Доступен в режиме работы места установки,60.002735,30.328877
"г. Санкт-Петербург, Красное Село, просп. Ленина, д. 92",СберБанк,Доступен в режиме работы места установки,59.737169,30.089914
"г. Санкт-Петербург, Колпино, бул. Трудящихся, 14",СберБанк,Доступен в режиме работы места установки,59.7367564,30.5741434
"г. Санкт-Петербург, Колпино, бул. Трудящихся, 35, корп. 1",СберБанк,Доступен в режиме работы места установки,59.73426,30.582956
"г. Санкт-Петербург, бул. Новаторов, 11/2",СберБанк,Доступен в режиме работы места установки,59.841206,30.249779
"г. Санкт-Петербург, Колпино, ул. Пролетарская, 36, корп. А",СберБанк,Доступен в режиме работы места установки,59.740621,30.583885
"г. Санкт-Петербург, ул. Севастьянова, 7",СберБанк,Доступен в режиме работы места установки,59.874631,30.329064
"г. Санкт-Петербург, наб. реки Мойки, д. 48",СберБанк,Доступен в режиме работы места установки,59.935253,30.320144
"г. Санкт-Петербург, аллея Березовая, д. 3",СберБанк,Доступен в режиме работы места установки,60.112189,30.239682
"г. Санкт-Петербург, ст.м. Сенная площадь",СберБанк,Доступен в режиме работы места установки,59.9269159,30.3181052
"г. Санкт-Петербург, Пушкин, шоссе Петербургское, 13/1",СберБанк,Доступен в режиме работы места установки,59.737069,30.396708
"г. Санкт-Петербург, просп. Ветеранов, 43",СберБанк,Доступен в режиме работы места установки,59.842191,30.241901
"г. Санкт-Петербург, просп. БольшойП.С., 90",СберБанк,Доступен в режиме работы места установки,59.976643,30.338434
"г. Санкт-Петербург, просп. Невский, 85",СберБанк,Доступен в режиме работы места установки,59.927465,30.365582
"г. Санкт-Петербург, просп. Среднеохтинский, д. 10",СберБанк,Доступен в режиме работы места установки,59.948499,30.413783
"г. Санкт-Петербург, Кронштадт, ул. Станюковича, 5",СберБанк,Доступен в режиме работы места установки,60.010135,29.722234
"г. Санкт-Петербург, ст.м. Площадь Александра Невского 1",СберБанк,Доступен в режиме работы места установки,59.9226941,30.3852008
"г. Санкт-Петербург, 3-я линия В. О., д. 34",СберБанк,Доступен в режиме работы места установки,59.9448164,30.2829144
"г. Санкт-Петербург, аллея Поликарпова, д. 6",СберБанк,Доступен в режиме работы места установки,60.006723,30.29118
"г. Санкт-Петербург, Пушкин, ул. Ленинградская, 1",СберБанк,Доступен в режиме работы места установки,59.72405,30.427457
"г. Санкт-Петербург, бул. Новаторов, 11, корп. 2",СберБанк,Доступен в режиме работы места установки,59.850021,30.268336
"г. Санкт-Петербург, ст.м. Проспект Просвещения",СберБанк,Доступен в режиме работы места установки,59.86097,29.992735
"г. Санкт-Петербург, Пушкин, ул. Садовая, 7",СберБанк,Доступен в режиме работы места установки,59.717316,30.394571
"г. Санкт-Петербург, просп. Тореза, 9",СберБанк,Доступен в режиме работы места установки,60.000593,30.364314
"г. Санкт-Петербург, Колпино, ул. Тазаева, 7",СберБанк,Доступен в режиме работы места установки,59.741792,30.61338
"г. Санкт-Петербург, ст.м. Площадь Ленина",СберБанк,Доступен в режиме работы места установки,59.86097,29.992735
"г. Санкт-Петербург, ст.м. Старая Деревня",СберБанк,Доступен в режиме работы места установки,43.3092676,45.7038556
"г. Санкт-Петербург, ст.м. Крестовский остров",СберБанк,Доступен в режиме работы места установки,59.969038,30.260864
"г. Санкт-Петербург, просп. Стачек, 99",СберБанк,Доступен в режиме работы места установки,59.858738,30.248386
"г. Санкт-Петербург, бул. Загребский, 9",СберБанк,Доступен в режиме работы места установки,59.84489,30.398224
"г. Санкт-Петербург, Петергоф, просп. Санкт-Петербургский, д.52",СберБанк,Доступен в режиме работы места установки,59.8808854,29.9018647
"г. Санкт-Петербург, Петергоф, просп. Санкт-Петербургский, д. 60",СберБанк,Доступен в режиме работы места установки,59.8823207,29.8901326
"г. Санкт-Петербург, просп. Ветеранов, д. 52",СберБанк,Доступен в режиме работы места установки,59.840143,30.240691
"г. Санкт-Петербург, ст.м. Черная речка",СберБанк,Доступен в режиме работы места установки,56.279106,91.0168129
"г. Санкт-Петербург, дорога Торфяная, д. 7А",СберБанк,Доступен в режиме работы места установки,59.989383,30.25699
"г. Санкт-Петербург, ст.м. Гражданский проспект",СберБанк,Доступен в режиме работы места установки,60.0196968,30.4043987
"г. Санкт-Петербург, ст.м. Площадь Восстания",СберБанк,Доступен в режиме работы места установки,59.86097,29.992735
"г. Санкт-Петербург, ст.м. Лиговский проспект",СберБанк,Доступен в режиме работы места установки,59.92874,30.358197
"г. Санкт-Петербург, ст.м. ул.Дыбенко",СберБанк,Доступен в режиме работы места установки,59.86097,29.992735
"г. Санкт-Петербург, ст.м. Проспект Большевиков",СберБанк,Доступен в режиме работы места установки,59.86097,29.992735
"г. Санкт-Петербург, ст.м. Комендантский проспект",СберБанк,Доступен в режиме работы места установки,59.9391313,30.3159004
"г. Санкт-Петербург, берег Невской Губы, д. 1Д",СберБанк,Доступен в режиме работы места установки,59.9391313,30.3159004
"г. Санкт-Петербург, Колпино, ул. Октябрьская, 8",СберБанк,Доступен в режиме работы места установки,59.738992,30.622977
"г. Санкт-Петербург, Зеленогорск, просп. Ленина, 25, корп. 2",СберБанк,Доступен в режиме работы места установки,60.2007506,29.706788
"г. Санкт-Петербург, Колпино, ул. Веры Слуцкой, 38",СберБанк,Доступен в режиме работы места установки,59.742661,30.582178
"г. Санкт-Петербург, Пушкин, ул. Полковая, 1/25",СберБанк,Доступен в режиме работы места установки,59.702343,30.381466
"г. Санкт-Петербург, Пушкин, шоссе Павловское, 19",СберБанк,Доступен в режиме работы места установки,59.708035,30.41463
"г. Санкт-Петербург, Колпино, просп. Ленина, д. 37",СберБанк,Доступен в режиме работы места установки,59.750736,30.574281
"г. Санкт-Петербург, Пушкин, ул. Оранжерейная, 46",СберБанк,Доступен в режиме работы места установки,59.725926,30.415261
"г. Санкт-Петербург, Красное Село, просп. Ленина, д. 51",СберБанк,Доступен в режиме работы места установки,59.741285,30.09054
"г. Санкт-Петербург, Петергоф, просп. Санкт-Петербургский, д.29",СберБанк,Доступен в режиме работы места установки,59.8790853,29.9175695
"г. Санкт-Петербург, Колпино, ул. Пролетарская, 60",СберБанк,Доступен в режиме работы места установки,59.741356,30.564751
"г. Санкт-Петербург, Красное Село, ул. Театральная, д. 6",СберБанк,Доступен в режиме работы места установки,59.697606,30.118135
"г. Санкт-Петербург, Пушкин, ул. Генерала Хазова, 20",СберБанк,Доступен в режиме работы места установки,59.738768,30.411924
"г. Санкт-Петербург, Колпино, ул. Ижорского Батальона, 7",СберБанк,Доступен в режиме работы места установки,59.735813,30.614272
"г. Санкт-Петербург, Кронштадт, просп. Ленина, 21/2",СберБанк,Доступен в режиме работы места установки,59.99624,29.764705
"г. Санкт-Петербург, Павловск, ул. Конюшенная, 16/13",СберБанк,Доступен в режиме работы места установки,59.683418,30.43912
"г. Санкт-Петербург, Колпино, просп. Ленина, 16/11",СберБанк,Доступен в режиме работы места установки,59.749646,30.587217
"г. Санкт-Петербург, Колпино, ул. Тверская, 1/13",СберБанк,Доступен в режиме работы места установки,59.74568,30.610563
"г. Санкт-Петербург, Пушкин, ул. Школьная, 39/33",СберБанк,Доступен в режиме работы места установки,59.734115,30.411944
"г. Санкт-Петербург, шоссе Выборгское, д.216, корп. 1",СберБанк,Доступен в режиме работы места установки,60.074922,30.272196
"г. Санкт-Петербург, просп. Гражданский, д. 117, корп. 1",СберБанк,Доступен в режиме работы места установки,60.032621,30.418657
"г. Санкт-Петербург, просп. Славы, д. 43/49",СберБанк,Доступен в режиме работы места установки,59.857908,30.391081
"г. Санкт-Петербург, Петергоф, ул. Чичеринская, 13, корп. 1",СберБанк,Доступен в режиме работы места установки,59.874288,29.856689
"г. Санкт-Петербург, пл. Комендантская, 1",СберБанк,Доступен в режиме работы места установки,60.007594,30.259736
"г. Санкт-Петербург, просп. Большевиков, 18",СберБанк,Доступен в режиме работы места установки,59.908385,30.482431
"г. Санкт-Петербург, ул.Ленина, д.14",СДМ-Банк,Доступен в режиме работы места установки,59.815611,30.410304
"г. Санкт-Петербург, просп. Коломяжский, д.18",СДМ-Банк,Доступен в режиме работы места установки,59.996651,30.298512
"г. Санкт-Петербург, ул.Белоостровская, д.28а",СДМ-Банк,Доступен в режиме работы места установки,59.9868,30.311295
"г. Санкт-Петербург, просп. Обуховской Обороны, д.295",СДМ-Банк,Доступен в режиме работы места установки,59.84626,30.464039
"г. Санкт-Петербург, просп. Обуховской Обороны, д.295",Ингосстрах Банк (бывш. Союз),Круглосуточно,59.84626,30.464039
"г. Санкт-Петербург, наб. Обводного канала, д.138",СДМ-Банк,Доступен в режиме работы места установки,59.908623,30.279226
"г. Санкт-Петербург, ул.Хошимина, д.16",СДМ-Банк,Круглосуточно,60.053748,30.324982
"г. Санкт-Петербург, просп. Маршала Жукова, д.78",СДМ-Банк,Доступен в режиме работы места установки,59.826653,30.190371
"г. Санкт-Петербург, ул.Савушкина, д.83, корп. 3",СДМ-Банк,Доступен в режиме работы места установки,59.98503,30.250121
"г. Санкт-Петербург, ул.Шпалерная, д.54",СДМ-Банк,Доступен в режиме работы места установки,59.949247,30.373544
"г. Санкт-Петербург, ул.Маршала Говорова, д.35",Севергазбанк,Круглосуточно,59.889206,30.278644
"г. Санкт-Петербург, ул.Черниговская, д.8",СИАБ (SIAB),Круглосуточно,59.894111,30.321764
"г. Санкт-Петербург, ал.Поликарпова, д.2",СИАБ (SIAB),Доступен в режиме работы места установки,60.0063427,30.2942956
"г. Санкт-Петербург, просп. Московский, д.139, корп. 1, строение 1",Ситибанк,пн.—вс.: 00:00—23:59,59.8776363,30.3158347
"г. Санкт-Петербург, ул.Бабушкина, д.123",Банк Синара,Доступен в режиме работы места установки,59.860972,30.46549
"г. Санкт-Петербург, просп. Московский, д.2/6",Банк Синара,Круглосуточно,59.856909,30.321891
"г. Санкт-Петербург, пер. Гривцова, д.4",Славия,Доступен в режиме работы места установки,59.931522,30.313231
"г. Санкт-Петербург, просп. Ударников, д.28/32",СМП Банк,Круглосуточно,59.951353,30.4698
"г. Санкт-Петербург, просп. Ударников, д.28/32",Тинькофф Банк,Круглосуточно,59.951353,30.4698
"г. Санкт-Петербург, просп. Савушкина, д.83",СМП Банк,Доступен в режиме работы места установки,59.985678,30.252564
"г. Санкт-Петербург, просп. БольшойП.С., д.10",СМП Банк,Круглосуточно,59.976643,30.338434
"г. Санкт-Петербург, Торфяная дорога, д.2, корп. 1",СМП Банк,Круглосуточно,59.988585,30.254795
"г. Санкт-Петербург, просп. Добролюбова, д.18",СМП Банк,Доступен в режиме работы места установки,59.949958,30.291529
"г. Санкт-Петербург, ул.Парадная, д.3, корп. 2",СМП Банк,Круглосуточно,59.941612,30.368935
"г. Санкт-Петербург, ул.Парадная, д.3, корп. 2",Сургутнефтегазбанк,Круглосуточно,59.941612,30.368935
"г. Санкт-Петербург, ул.Академика Крылова, д.4",СМП Банк,Доступен в режиме работы места установки,59.985871,30.300361
"г. Санкт-Петербург, просп. Московский, д.172а",СМП Банк,Круглосуточно,59.877561,30.320923
"г. Санкт-Петербург, ал.Котельникова, д.2",СМП Банк,Доступен в режиме работы места установки,60.0118626,30.2937331
"г. Санкт-Петербург, ул.Уточкина, д.2, корп. 1",СМП Банк,Круглосуточно,60.009485,30.261228
"г. Санкт-Петербург, просп. Елизарова, д.15",Совкомбанк,Доступен в режиме работы места установки,59.89623,30.422
"г. Санкт-Петербург, просп. Невский, д.164",Совкомбанк,Доступен в режиме работы места установки,59.926936,30.377262
"г. Санкт-Петербург, ул.Звенигородская, д.6а",Совкомбанк,Доступен в режиме работы места установки,59.922606,30.33723
"г. Санкт-Петербург, просп. Ленинский, д.128а",Совкомбанк,Доступен в режиме работы места установки,59.85233,30.265548
"г. Санкт-Петербург, наб. Грибоедова, д.62",Совкомбанк,Доступен в режиме работы места установки,59.925671,30.314492
"г. Санкт-Петербург, 9-я линия В.О., д.18",Совкомбанк,Доступен в режиме работы места установки,59.939338,30.279136
"г. Санкт-Петербург, ул.Торжковская, д.2, корп. 1",Совкомбанк,Доступен в режиме работы места установки,59.987672,30.305444
"г. Санкт-Петербург, просп. Заневский, д.23",Совкомбанк,Круглосуточно,59.929336,30.415095
"г. Санкт-Петербург, просп. Науки, д.18",Совкомбанк,Доступен в режиме работы места установки,60.010358,30.410723
"г. Санкт-Петербург, ул.Ленсовета, д.93",Совкомбанк,Круглосуточно,59.833755,30.346736
"г. Санкт-Петербург, просп. Просвещения, д.30/1",Совкомбанк,Доступен в режиме работы места установки,60.055304,30.327331
"г. Санкт-Петербург, просп. Стачек, д.88",Совкомбанк,Доступен в режиме работы места установки,59.868784,30.260763
"г. Санкт-Петербург, просп. Энгельса, д.115, корп. 1",Совкомбанк,Доступен в режиме работы места установки,60.039684,30.326279
"г. Санкт-Петербург, просп. Лиговский, д.84/2",Совкомбанк,Доступен в режиме работы места установки,59.92129,30.355021
"г. Санкт-Петербург, ул.Дыбенко, д.20",Совкомбанк,Доступен в режиме работы места установки,59.906364,30.471372
"г. Санкт-Петербург, Кадетская линия, д.31",Совкомбанк,Доступен в режиме работы места установки,59.947188,30.284876
"г. Санкт-Петербург, просп. Ветеранов, д.105",Совкомбанк,Доступен в режиме работы места установки,59.833566,30.201845
"г. Санкт-Петербург, ул.Боткинская, д.1",Совкомбанк,Доступен в режиме работы места установки,59.958783,30.35712
"г. Санкт-Петербург, просп. Московский, д.124",Совкомбанк,Доступен в режиме работы места установки,59.889431,30.320379
"г. Санкт-Петербург, просп. Энтузиастов, д.44",Совкомбанк,Доступен в режиме работы места установки,59.951529,30.488478
"г. Санкт-Петербург, ул.Восстания, д.11",Совкомбанк,Доступен в режиме работы места установки,59.933566,30.360631
"г. Санкт-Петербург, ул.Савушкина, д.143, корп. 1",Ингосстрах Банк (бывш. Союз),Доступен в режиме работы места установки,59.989636,30.201657
"г. Санкт-Петербург, просп. Обуховской Обороны, д.70, корп. 2",Ингосстрах Банк (бывш. Союз),Доступен в режиме работы места установки,59.900589,30.429571
"г. Санкт-Петербург, просп. Левашовский, д.15",Ингосстрах Банк (бывш. Союз),Доступен в режиме работы места установки,59.966963,30.284629
"г. Санкт-Петербург, просп. Лиговский, д.274",Ингосстрах Банк (бывш. Союз),Доступен в режиме работы места установки,59.892401,30.32294
"г. Санкт-Петербург, ул.Кронверкская, д.13",Ингосстрах Банк (бывш. Союз),Круглосуточно,59.959597,30.312336
"г. Санкт-Петербург, просп. Ленинский, д.117, корп. 1",Ингосстрах Банк (бывш. Союз),Круглосуточно,59.851055,30.251562
"г. Санкт-Петербург, ул.Большая Московская, д.18",Ингосстрах Банк (бывш. Союз),Доступен в режиме работы места установки,59.92516,30.345833
"г. Санкт-Петербург, просп. Лиговский, д.43—45 Б",Сургутнефтегазбанк,Круглосуточно,59.9301732,30.3599389
"г. Санкт-Петербург, ул.Новолитовская, д.15д",Сургутнефтегазбанк,Круглосуточно,59.981158,30.358014
"г. Санкт-Петербург, ул.Подковырова, д.37",Сургутнефтегазбанк,Доступен в режиме работы места установки,59.965276,30.300691
"г. Санкт-Петербург, ул.Марата, д.86а",Сургутнефтегазбанк,Круглосуточно,59.918983,30.338999
"г. Санкт-Петербург, ул.Марата, д.86а",ЮниКредит Банк,Круглосуточно,59.918983,30.338999
"г. Санкт-Петербург, ул.Краснопутиловская, д.69",Сургутнефтегазбанк,Доступен в режиме работы места установки,59.859928,30.287904
"г. Санкт-Петербург, просп. Московский, д.130",Таврический,Доступен в режиме работы места установки,59.888337,30.321641
"г. Санкт-Петербург, ул.Радищева, д.39",Таврический,Круглосуточно,59.943607,30.364361
"г. Санкт-Петербург, просп. Энгельса, д.139",Таврический,Круглосуточно,60.051567,30.33599
"г. Санкт-Петербург, просп. Ленинский, д.160а",Таврический,Круглосуточно,59.85282,30.300638
"г. Санкт-Петербург, просп. Комендантский, д.9",Таврический,Доступен в режиме работы места установки,60.005625,30.263148
"г. Санкт-Петербург, ул.Итальянская, д.2",Таврический,Доступен в режиме работы места установки,59.935392,30.339182
"г. Санкт-Петербург, ул.Радищева, д.39д",Таврический,Доступен в режиме работы места установки,59.943607,30.364361
"г. Санкт-Петербург, просп. Каменноостровский, д.10",Тинькофф Банк,Круглосуточно,59.958239,30.317029
"г. Санкт-Петербург, просп. Непокоренных, д.16",Тинькофф Банк,Круглосуточно,59.996284,30.38452
"г. Санкт-Петербург, бул. Брестский, д.8",Тинькофф Банк,Круглосуточно,59.856023,30.199531
"г. Санкт-Петербург, ул.Оптиков, д.40/17",Тинькофф Банк,Круглосуточно,60.00041,30.210295
"г. Санкт-Петербург, просп. Художников, д.11",Тинькофф Банк,Круглосуточно,60.036081,30.345475
"г. Санкт-Петербург, просп. Большевиков, д.7",Тинькофф Банк,Круглосуточно,59.915505,30.471217
"г. Санкт-Петербург, п.Шушары, ш.Московское, стр. 16",Тинькофф Банк,Круглосуточно,59.76396,30.468294
"г. Санкт-Петербург, просп. Заневский, д.65",Тинькофф Банк,Круглосуточно,59.932172,30.432746
"г. Санкт-Петербург, ул.Коллонтай, д.30",Тинькофф Банк,Круглосуточно,59.923917,30.482793
"г. Санкт-Петербург, просп. Большевиков, д.32",Тинькофф Банк,Круглосуточно,59.896254,30.492642
"г. Санкт-Петербург, ул.Стойкости, д.8",Тинькофф Банк,Круглосуточно,59.827636,30.215869
"г. Санкт-Петербург, ул.Репнинская, д.7а",Тинькофф Банк,Круглосуточно,59.9871699,30.4272287
"г. Санкт-Петербург, просп. Богатырский, д.7",Тинькофф Банк,Круглосуточно,60.000297,30.28606
"г. Санкт-Петербург, ул.Нахимова, д.5",Тинькофф Банк,Круглосуточно,59.873341,29.974444
"г. Санкт-Петербург, просп. Луначарского, д.60",Тинькофф Банк,Круглосуточно,60.042094,30.340471
"г. Санкт-Петербург, просп. Кондратьевский, д.44",Тинькофф Банк,Круглосуточно,59.97124,30.386356
"г. Санкт-Петербург, просп. Дунайский, д.27",Тинькофф Банк,Круглосуточно,59.831866,30.363131
"г. Санкт-Петербург, просп. Пискаревский, д.2",Тинькофф Банк,Круглосуточно,59.970038,30.410521
"г. Санкт-Петербург, просп. Блюхера, д.41",Тинькофф Банк,Круглосуточно,59.975289,30.407903
"г. Санкт-Петербург, ш.Выборгское, д.33",Тинькофф Банк,Круглосуточно,60.065624,30.304224
"г. Санкт-Петербург, ул.Садовая, д.32/1",Тинькофф Банк,Круглосуточно,59.692116,30.415556
"г. Санкт-Петербург, просп. Строителей, д.7",Тинькофф Банк,Круглосуточно,59.9391313,30.3159004
"г. Санкт-Петербург, ш.Революции, д.41/19",Тинькофф Банк,Круглосуточно,59.959516,30.439784
"г. Санкт-Петербург, просп. Невский, д.29—31",Тинькофф Банк,Круглосуточно,59.9347958,30.3290334
"г. Санкт-Петербург, просп. Коломяжский, д.17",Тинькофф Банк,Круглосуточно,60.005503,30.299043
"г. Санкт-Петербург, просп. Коломяжский, д.17",Форштадт,Круглосуточно,60.005503,30.299043
"г. Санкт-Петербург, просп. Коломяжский, д.17",ЮниКредит Банк,Круглосуточно,60.005503,30.299043
"г. Санкт-Петербург, ул.Васи Алексеева, д.1",Тинькофф Банк,Круглосуточно,59.879625,30.26299
"г. Санкт-Петербург, просп. Стачек, д.90",Тинькофф Банк,Круглосуточно,59.867948,30.261142
"г. Санкт-Петербург, ул.Кирочная, д.28, корп. 2",Тинькофф Банк,Круглосуточно,59.944291,30.359859
"г. Санкт-Петербург, ул.Бабушкина, д.38, корп. 2",Тинькофф Банк,Круглосуточно,59.878116,30.442318
"г. Санкт-Петербург, пл.Балканская, д.5ю",Тинькофф Банк,Круглосуточно,59.828337,30.3780852
"г. Санкт-Петербург, ул.Херсонская, д.12—14",Тинькофф Банк,Круглосуточно,59.928725,30.3809472
"г. Санкт-Петербург, просп. Энгельса, д.33, корп. 1",ТрансКапиталБанк,Доступен в режиме работы места установки,60.009763,30.326323
"г. Санкт-Петербург, ул.Гаккелевская, д.21",ТрансКапиталБанк,Доступен в режиме работы места установки,60.000115,30.256622
"г. Санкт-Петербург, ул.Чайковского, д.17",ТрансКапиталБанк,Круглосуточно,59.94615,30.347496
"г. Санкт-Петербург, ул.Студенческая, д.10",ТрансКапиталБанк,Круглосуточно,59.989264,30.327649
"г. Санкт-Петербург, ул.Звенигородская, д.22",ТрансКапиталБанк,Доступен в режиме работы места установки,59.918937,30.341945
"г. Санкт-Петербург, ул.Якорная, д.10",ТрансКапиталБанк,Круглосуточно,59.943951,30.427647
"г. Санкт-Петербург, пер. Химический, д.1",ТрансКапиталБанк,Круглосуточно,59.888982,30.289591
"г. Санкт-Петербург, просп. Обуховской Обороны, д.105",ТрансКапиталБанк,Доступен в режиме работы места установки,59.895074,30.434249
"г. Санкт-Петербург, Северная дорога, д.12",ТрансКапиталБанк,Круглосуточно,59.974785,30.227371
"г. Санкт-Петербург, ул.Будапештская, д.46",УБРиР,Доступен в режиме работы места установки,59.857366,30.379348
"г. Санкт-Петербург, просп. Владимирский, д.10а",УБРиР,Доступен в режиме работы места установки,59.922256,30.354567
"г. Санкт-Петербург, просп. Среднеохтинский, д.51/13",УБРиР,Доступен в режиме работы места установки,59.958912,30.416304
"г. Санкт-Петербург, ул.Марата, д.69—71",УБРиР,Доступен в режиме работы места установки,59.921101,30.343123
"г. Санкт-Петербург, ул.Гороховая, д.45",Форштадт,Доступен в режиме работы места установки,59.927966,30.321916
"г. Санкт-Петербург, наб. Выборгская, д.47",Хоум Банк,Круглосуточно,59.973543,30.334217
"г. Санкт-Петербург, просп. Комендантский, д.16, корп. 1",Хоум Банк,Круглосуточно,60.009865,30.255631
"г. Санкт-Петербург, ул.Маяковского, д.6",Хоум Банк,Круглосуточно,59.933127,30.353933
"г. Санкт-Петербург, Колпино, ул.Тазаева, д.3",Хоум Банк,Доступен в режиме работы места установки,59.741457,30.608282
"г. Санкт-Петербург, ул.Профессора Попова, д.23",ЭКСИ-Банк,Круглосуточно,59.971716,30.314272
"г. Санкт-Петербург, ул.Чапаева, д.15",Экспобанк,Доступен в режиме работы места установки,59.96102,30.331689
"г. Санкт-Петербург, ул.Седова, д.37а",ЮниКредит Банк,Круглосуточно,59.88742,30.42124
"г. Санкт-Петербург, ул.Ворошилова, д.2",ЮниКредит Банк,Круглосуточно,59.931185,30.457414
"г. Санкт-Петербург, ул.Маяковского, д.3а",ЮниКредит Банк,Доступен в режиме работы места установки,59.93393,30.355171
"г. Санкт-Петербург, просп. Науки, д.17, корп. 2",ЮниКредит Банк,Круглосуточно,60.014801,30.386223
"г. Санкт-Петербург, Порошкино, 117 км КАД",ЮниКредит Банк,Круглосуточно,59.9391313,30.3159004
"г. Санкт-Петербург, Парголово, ш.Выборгское, д.214, корп. 1",ЮниКредит Банк,Круглосуточно,60.074585,30.27689
"г. Санкт-Петербург, Кушелевская дорога, д.14а",ЮниКредит Банк,Круглосуточно,59.989925,30.371283
"г. Санкт-Петербург, просп. Каменноостровский, д.37д",ЮниКредит Банк,Круглосуточно,59.966377,30.311688
"г. Санкт-Петербург, ул.Шкиперский проток, д.21, корп. 2",ЮниКредит Банк,Круглосуточно,59.9339776,30.2279768
"г. Санкт-Петербург, просп. Невский, д.18",ЮниКредит Банк,Круглосуточно,59.924979,30.382431
"г. Санкт-Петербург, просп. Литейный, д.55а",ЮниКредит Банк,Круглосуточно,59.935724,30.34715
"г. Санкт-Петербург, ул.Тельмана, д.29",ЮниКредит Банк,Круглосуточно,59.8913537,30.4743966
"г. Новосибирск, ул.Челюскинцев, д.18/2",Абсолют Банк,Круглосуточно,55.038078,82.903922
"г. Новосибирск, пл.Карла Маркса, д.3",Абсолют Банк,Круглосуточно,54.9841908,82.8915817
"г. Новосибирск, пл.Карла Маркса, д.3",Банк «Открытие»,Круглосуточно,54.9841908,82.8915817
"г. Новосибирск, пл.Карла Маркса, д.3",Кредит Европа Банк,Круглосуточно,54.9841908,82.8915817
"г. Новосибирск, пл.Карла Маркса, д.3",Левобережный,Круглосуточно,54.9841908,82.8915817
"г. Новосибирск, ул.Богаткова, д.253/4",Авангард,Круглосуточно,55.042613,82.983912
"г. Новосибирск, ул.Кирова, д.225",Авангард,Круглосуточно,55.007772,82.967433
"г. Новосибирск, ул.Станиславского, д.40/1",Авангард,Круглосуточно,54.969478,82.872811
"г. Новосибирск, ул.Станиславского, д.40/1",Банк «Открытие»,Круглосуточно,54.969478,82.872811
"г. Новосибирск, ул.Столетова, д.8",Авангард,Круглосуточно,55.099133,82.965141
"г. Новосибирск, ул.Высоцкого, д.39/5",Авангард,Круглосуточно,55.032118,83.022029
"г. Новосибирск, ул.Никитина, д.114",Авангард,Круглосуточно,55.021591,82.973285
"г. Новосибирск, ул.Военная, д.1/1, корп. 1",Авангард,Круглосуточно,55.030006,82.938534
"г. Новосибирск, ул.Степная, д.25 Б",Авангард,Круглосуточно,54.978285,82.875052
"г. Новосибирск, ул.Тюменская, д.2",Авангард,Круглосуточно,54.96043,82.946593
"г. Новосибирск, ул.Тюменская, д.2",Банк «Открытие»,Круглосуточно,54.96043,82.946593
"г. Новосибирск, ул.Тюменская, д.2",Левобережный,Круглосуточно,54.96043,82.946593
